,ax,ay,az,gx,gy,gz
0,0.46686995029449463,-0.04844959080219269,1.1921154260635376,0.69110107421875,-6.3201141357421875,0.1842498779296875
1,0.4813964068889618,-0.10264846682548523,1.2778085470199585,0.55474853515625,-6.575775146484375,0.2172698974609375
2,0.47199684381484985,-0.15025627613067627,1.2671890258789062,0.55474853515625,-7.045562744140625,0.25347900390625
3,0.4534419775009155,-0.15831305086612701,1.3791266679763794,0.6080169677734375,-7.5632781982421875,0.31207275390625
4,0.45844751596450806,-0.1667354851961136,1.552101492881775,0.567535400390625,-7.957427978515625,0.3770599365234375
5,0.4204835593700409,-0.16295138001441956,1.7300788164138794,0.440765380859375,-8.337722778320312,0.4771881103515625
6,0.3391844630241394,-0.18187345564365387,1.7413097620010376,0.3480987548828125,-8.261032104492188,0.5112762451171875
7,0.24860872328281403,-0.16441710293293,1.5809102058410645,0.2745819091796875,-7.5174713134765625,0.5453643798828125
8,0.22370553016662598,-0.1113167330622673,1.3713141679763794,0.201080322265625,-6.58856201171875,0.5869140625
9,0.21235321462154388,-0.03758585453033447,1.1597669124603271,0.1286468505859375,-5.8109130859375,0.6124725341796875
10,0.27497607469558716,0.028332538902759552,0.9817880392074585,0.07537841796875,-5.0162353515625,0.6135406494140625
11,0.26289090514183044,0.052135664969682693,0.9863049983978271,-0.0194244384765625,-3.5142059326171875,0.552825927734375
12,0.36591747403144836,0.0239384975284338,0.8362805843353271,-0.093994140625,-2.460662841796875,0.50701904296875
13,0.4105954170227051,0.024425514042377472,0.6513434052467346,-0.0290069580078125,-1.56158447265625,0.44097900390625
14,0.38837936520576477,0.0007437505410052836,0.39853668212890625,0.0615386962890625,-1.0278778076171875,0.381317138671875
15,0.4074212312698364,-0.02635490894317627,0.03757496178150177,0.1851043701171875,-0.6166839599609375,0.302490234375
16,0.4561275541782379,-0.01549117173999548,-0.3210683763027191,0.3129425048828125,-0.3013763427734375,0.200225830078125
17,0.5664796233177185,-0.00731302797794342,-0.5467764139175415,0.341705322265625,-0.0116119384765625,0.0958251953125
18,0.7074701189994812,0.0014766092645004392,-0.7026590704917908,0.3779144287109375,0.2014312744140625,0.02978515625
19,0.8018315434455872,0.001842260709963739,-0.8689200282096863,0.4226531982421875,0.267486572265625,0.0106048583984375
20,0.841503918170929,-0.0561407171189785,-0.9513176083564758,0.463134765625,0.2408447265625,-0.0117645263671875
21,0.8440666198730469,-0.14000247418880463,-0.8132554292678833,0.53131103515625,0.1662750244140625,-0.0117645263671875
22,0.8008543848991394,-0.1791878640651703,-0.646996021270752,0.4940338134765625,0.0427093505859375,-0.0032501220703125
23,0.8272217512130737,-0.17894357442855835,-0.532981276512146,0.05194091796875,-0.0084228515625,-0.076751708984375
24,0.8695797324180603,-0.14500801265239716,-0.4306875765323639,-0.149383544921875,0.2099609375,-0.1300048828125
